,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
17,2007/12/16,5阪神6,晴,11,阪神C(G2),200709050611,,18,6,11,8.3,3,16,武幸四郎,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,1.0,**,5-4,34.4-34.6,35.4,492(+2),,,スズカフェニックス,
18,2007/10/27,4京都8,晴,11,毎日放送賞スワンS(G2),200708040811,,18,7,13,11.4,5,3,ペリエ,57,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:20.8,0.1,**,6-7,33.7-35.5,34.7,490(+2),,,スーパーホーネット,"1,519.0"
19,2007/09/15,4中山3,晴,11,セプテンバーS(1600万下),200706040311,,15,6,11,3.0,1,1,横山典弘,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.6,-0.2,**,7-8,33.2-34.4,33.7,488(+2),,,(ラッシュライフ),"1,865.7"
20,2007/07/07,3阪神7,曇,11,ストークS(1600万下),200709030711,,17,7,14,2.9,1,2,上村洋行,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,0.2,**,3-3,34.7-34.9,34.8,486(+4),,,アンブロワーズ,741.4
21,2007/05/20,3東京2,晴,10,フリーウェイS(1600万下),200705030210,,17,3,6,5.0,1,1,藤田伸二,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.0,0.0,**,3-3,34.9-34.3,33.9,482(0),,,(アンブロワーズ),"1,873.4"
22,2007/01/28,1東京2,晴,10,早春S(1600万下),200705010210,,16,8,15,7.5,4,11,後藤浩輝,56,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:47.3,1.1,**,15-15-13,35.8-35.9,34.2,482(-4),,,アグネスアーク,
23,2006/11/12,6京都4,晴,10,清水S(1600万下),200608060410,,16,4,7,2.7,1,4,藤田伸二,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.4,**,5-5,35.2-35.2,34.9,486(+4),,,マヤノグレイシー,270.0
24,2006/10/15,4東京4,晴,9,山中湖特別(1000万下),200605040409,,17,6,12,3.5,1,1,後藤浩輝,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,-0.2,**,11-11,34.7-35.1,34.1,482(-4),,,(アサクサゼットキ),"1,522.7"
25,2006/05/07,2東京6,雨,11,NHKマイルC(G1),200605020611,,18,8,17,43.2,11,5,藤田伸二,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.5,**,14-12,34.2-35.7,35.4,486(0),,,ロジック,920.0
26,2006/04/08,3中山5,曇,11,ニュージーランドT(G2),200606030511,,12,8,12,6.0,3,8,藤田伸二,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.4,0.9,**,6-3-3,34.6-35.7,36.1,486(+2),,,マイネルスケルツィ,
27,2006/01/28,2京都1,曇,9,こぶし賞(500万下),200608020109,,10,8,10,2.0,1,1,藤田伸二,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,-0.1,**,2-2,34.6-36.0,35.8,484(+6),,,(アドマイヤディーノ),"1,027.3"
28,2005/12/25,5阪神8,晴,6,2歳500万下,200509050806,,15,3,5,5.4,2,2,藤田伸二,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.8,0.1,**,6-5-2,35.3-36.0,35.9,478(+6),,,シェルズレイ,280.0
29,2005/12/03,5阪神1,晴,6,2歳新馬,200509050106,,9,3,3,8.0,3,1,藤田伸二,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,,1:23.0,-0.3,,2-3,35.7-35.8,35.6,472(0),,,(エイシンチョーテン),700.0
