,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
13,2009/11/01,4東京8,晴,10,錦秋S(1600万下),200905040810,,16,5,10,4.2,2,1,蛯名正義,57,1.0,0.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.6,-0.2,**,6-5,34.7-36.7,36.3,514(+2),,,(ロラパルーザ),"1,824.1"
14,2009/10/17,4東京3,曇,10,秋嶺S(1600万下),200905040310,,16,1,1,5.0,4,2,小林淳一,57,1.0,0.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:37.1,0.6,**,7-7,34.5-36.4,36.4,512(0),,,ダノンカモン,721.2
15,2009/07/04,3阪神5,晴,10,灘S(1600万下),200909030510,,16,7,13,6.3,4,8,赤木高太,57,1.0,0.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:53.0,2.3,**,7-9-7-5,36.9-37.9,38.9,512(+2),,,ナムラハンター,
16,2009/06/20,2福島1,曇,11,安達太良S(1600万下),200903020111,,15,7,12,2.1,1,7,赤木高太,57,1.0,0.0,0.0,1700,0.0,0.0,1.0,0.0,**,1:45.4,0.5,**,8-8-7-6,30.1-37.8,37.6,510(-2),,,ポートラヴ,
17,2009/05/31,3中京4,晴,10,名古屋城S(1600万下),200907030410,,16,7,14,7.1,3,1,赤木高太,56,1.0,0.0,0.0,1700,0.0,0.0,1.0,0.0,**,1:44.0,-0.2,**,7-7-7-3,28.6-37.8,37.3,512(+12),,,(テイエムザエックス),"1,819.2"
18,2009/02/21,1東京7,晴,10,白嶺S(1600万下),200905010710,,16,3,5,3.4,2,6,吉田豊,57,1.0,0.0,0.0,1600,0.0,0.0,0.0,1.0,**,1:36.3,0.9,**,11-12,34.9-35.8,35.9,500(-4),,,フォーリクラッセ,
19,2009/01/24,1京都7,晴,11,羅生門S(1600万下),200908010711,,16,1,2,2.1,1,6,ルメール,56,1.0,0.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.1,0.9,**,9-9,34.8-36.4,36.4,504(-4),,,ランザローテ,
20,2008/12/27,5阪神7,晴,10,サンタクロースS(1600万下),200809050710,,16,1,1,1.8,1,2,ペリエ,56,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:23.5,0.2,**,2-3,34.0-37.7,37.8,508(+4),,,セントラルコースト,741.0
21,2008/11/15,5東京3,小雨,12,3歳上1000万下,200805050312,,16,4,7,2.0,1,1,吉田豊,56,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:23.1,-0.5,**,9-9,35.3-35.5,34.8,504(-12),,,(セントラルコースト),"1,050.0"
22,2008/11/02,4東京8,晴,12,河口湖特別(1000万下),200805040812,,16,4,7,5.9,2,2,吉田豊,56,1.0,0.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:37.8,0.2,**,9-9,36.1-36.3,35.7,516(+24),,,クリーン,602.6
23,2008/06/07,3東京5,晴,11,ユニコーンS(G3),200805030511,,16,3,5,51.1,11,4,吉田豊,56,1.0,0.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.3,1.2,**,13-14,34.6-36.2,36.2,492(+2),,,ユビキタス,570.0
24,2008/05/11,2東京6,曇,11,NHKマイルC(G1),200805020611,,18,1,2,86.4,17,15,小林淳一,57,0.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.2,2.0,**,6-9,34.6-35.0,36.1,490(-8),,,ディープスカイ,
25,2008/04/06,2阪神4,晴,10,マーガレットS(OP),200809020410,,15,8,14,16.7,6,3,藤岡佑介,56,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.5,0.7,**,12-11,34.3-35.2,34.6,498(-6),,,ファリダット,485.1
26,2008/03/16,1阪神6,晴,6,3歳500万下,200809010606,,16,5,9,4.3,3,1,藤岡佑介,56,1.0,0.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.2,-0.4,**,7-4,35.2-36.7,36.2,504(0),,,(サンライズラッシュ),700.0
27,2008/02/11,2京都3,晴,7,3歳500万下,200808020307,,16,4,7,4.8,4,2,佐藤哲三,56,1.0,0.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:26.0,0.6,**,7-7,35.3-37.8,37.9,504(0),,,コスモサレオス,280.0
28,2008/01/19,1京都5,晴,3,3歳未勝利,200808010503,,16,7,13,4.7,3,1,藤岡佑介,56,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:26.1,-0.3,**,4-3,35.2-38.1,37.7,504(0),,,(ビーチパトロール),500.0
29,2007/12/22,5阪神7,雨,6,2歳新馬,200709050706,,17,3,6,16.2,8,11,四位洋文,55,0.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:54.7,2.2,**,6-6,37.3-35.2,36.8,504(0),,,パリスエトランゼル,
