,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
10,2011/05/08,2東京6,晴,11,NHKマイルC(G1),201105020611,,18,2,3,14.7,7,4,後藤浩輝,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.6,0.4,**,2-2,33.9-34.6,34.7,470(+8),,,グランプリボス,"1,400.0"
11,2011/04/24,2東京2,晴,11,皐月賞(G1),201105020211,,18,5,10,106.7,16,8,後藤浩輝,57,0.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:01.7,1.1,**,1-1-1,36.4-35.3,36.4,462(-8),,,オルフェーヴル,
12,2011/04/09,2阪神5,曇,12,ニュージーランドT(G2),201109020512,,18,4,8,56.3,12,1,幸英明,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.5,-0.2,**,3-2,35.9-34.6,34.2,470(+2),,,(エーシンジャッカル),"5,545.6"
13,2011/03/26,2阪神1,晴,11,スプリングS(G2),201109020111,,18,2,3,191.6,12,5,後藤浩輝,56,0.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.0,0.6,**,5-9,35.0-34.8,34.9,468(-2),,,オルフェーヴル,540.0
14,2010/12/11,5阪神3,曇,6,2歳500万下,201009050306,,14,4,5,8.4,5,1,後藤浩輝,55,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.9,0.0,**,3-2,34.9-35.3,35.0,470(0),,,(シャイニーホーク),700.0
15,2010/11/20,6京都5,晴,7,2歳500万下,201008060507,,13,4,4,8.8,4,9,浜中俊,55,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.1,0.8,**,1-1,34.2-35.5,36.3,470(0),,,タガノロックオン,
16,2010/11/06,6京都1,晴,7,2歳500万下,201008060107,,7,1,1,2.4,1,3,浜中俊,55,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.4,0.2,**,5-5,33.9-35.3,35.1,470(-4),,,ドリームバロン,180.0
17,2010/10/16,5京都3,晴,11,デイリー杯2歳S(G2),201008050311,,12,6,8,19.8,7,9,浜中俊,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,1.5,**,3-4,34.5-34.6,35.7,474(+10),,,レーヴディソール,
18,2010/07/10,3阪神7,晴,1,2歳未勝利,201009030701,,11,7,8,1.2,1,1,岩田康誠,54,0.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.0,-0.4,**,1-1,35.5-35.8,35.8,464(-6),,,(エーシンチャージ),500.0
19,2010/06/20,3阪神2,曇,4,2歳新馬,201009030204,,12,6,7,4.3,3,2,岩田康誠,54,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.3,0.6,**,2-2,35.8-34.8,35.3,470(0),,,アヴェンチュラ,280.0
