,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
10,2016/03/13,2中山6,曇,9,房総特別(1000万下),201606020609,,13,4,4,18.2,5,10,柴山雄一,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,1.2,**,2-2,33.4-35.1,36.2,468(-12),,,コスモドーム,
11,2015/09/20,4中山4,晴,10,初風特別(1000万下),201506040410,,16,5,10,6.7,3,14,勝浦正樹,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.8,1.2,**,8-9,33.8-34.8,35.3,480(+2),,,サザナミ,
12,2015/08/08,1札幌3,晴,12,HBC賞(1000万下),201501010312,,15,5,9,6.9,5,10,勝浦正樹,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.6,0.7,**,8-9,35.0-33.9,33.9,478(-2),,,ヴァイサーリッター,
13,2015/07/05,2福島2,曇,10,さくらんぼ特別(1000万下),201503020210,,14,8,13,3.6,3,8,横山典弘,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,0.6,**,4-5,33.5-34.9,35.1,480(-2),,,ダイトウキョウ,
14,2015/04/04,3中山3,曇,11,船橋S(1600万下),201506030311,,14,7,11,6.7,3,10,横山典弘,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.0,0.6,**,9-9,33.4-34.0,33.6,482(-6),,,サトノデプロマット,
15,2015/03/15,2中山6,晴,9,房総特別(1000万下),201506020609,,16,5,9,5.4,3,1,横山典弘,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.6,0.0,**,5-2,33.6-35.0,34.5,488(+12),,,(ファントムロード),"1,537.1"
16,2014/11/29,5京都8,晴,12,3歳上1000万下,201408050812,,18,8,16,13.0,7,12,藤岡佑介,56,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:10.0,0.7,**,13-12,33.6-35.7,34.9,476(+2),,,ダノンマッキンレー,
17,2014/11/02,3福島6,曇,11,河北新報杯(1000万下),201403030611,,16,5,9,3.6,1,5,勝浦正樹,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.6,0.4,**,15-14,34.2-35.0,33.9,474(-4),,,フェブノヘア,129.0
18,2014/10/12,4東京2,晴,9,六社特別(1000万下),201405040209,,12,1,1,20.5,8,10,勝浦正樹,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.9,**,4-3,35.3-34.9,35.6,478(+12),,,ベストドリーム,
19,2014/05/11,2東京6,晴,11,NHKマイルC(G1),201405020611,,18,7,13,55.0,10,17,吉田豊,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,1.3,**,17-15,34.6-34.8,34.7,466(+2),,,ミッキーアイル,
20,2014/04/12,3中山5,晴,11,ニュージーランドT(G2),201406030511,,15,3,5,11.6,6,4,藤岡佑介,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.5,**,14-15-15,34.0-35.7,34.5,464(+2),,,ショウナンアチーヴ,780.0
21,2014/03/22,2中京4,晴,11,中スポ賞ファルコンS(G3),201407020411,,18,2,4,57.6,11,3,藤岡佑介,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,0.2,**,18-17,33.0-36.3,35.0,462(+2),,,タガノグランパ,939.5
22,2014/01/12,1中山4,晴,9,朱竹賞(500万下),201406010409,,16,8,15,5.4,3,1,勝浦正樹,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.5,0.0,**,8-7,33.9-35.6,35.1,460(0),,,(キンシノキセキ),"1,016.4"
23,2013/12/21,5中山7,晴,9,クリスマスローズS(OP),201306050709,,16,4,7,4.9,3,4,勝浦正樹,55,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:09.7,0.2,**,5-6,33.5-36.0,35.4,460(+10),,,ネロ,230.0
24,2013/11/03,3福島2,晴,3,2歳未勝利,201303030203,,16,2,3,2.1,1,1,勝浦正樹,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.8,-0.7,**,4-4,34.3-34.5,34.3,450(0),,,(コスモリュブリュー),500.0
25,2013/09/28,4中山8,晴,1,2歳未勝利,201306040801,,16,5,10,5.0,3,2,勝浦正樹,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.4,0.2,**,7-2,33.8-35.4,35.2,450(-4),,,ショウナンアチーヴ,200.0
26,2013/08/31,4函館5,雨,2,2歳未勝利,201302040502,,16,8,15,5.1,4,4,戸崎圭太,54,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:13.7,0.2,**,6-5,35.5-38.0,37.6,454(+4),,,シュヴァリエ,75.0
27,2013/08/18,4函館2,雨,1,2歳未勝利,201302040201,,11,7,8,4.1,2,2,丸山元気,54,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:13.3,0.3,**,2-2,35.3-37.7,37.9,450(0),,,シシャモオージ,200.0
28,2013/07/07,2函館2,晴,1,2歳未勝利,201302020201,,9,8,9,2.4,1,2,勝浦正樹,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.5,0.1,**,6-4,34.6-35.8,35.4,450(+2),,,ヴァイサーリッター,200.0
29,2013/06/23,1函館4,晴,5,2歳新馬,201302010405,,9,8,8,6.0,4,4,勝浦正樹,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.8,0.1,**,7-5,36.8-34.9,34.3,448(0),,,ファイトバック,110.0
