,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
12,2010/03/28,2中京8,曇,11.0,高松宮記念(G1),201007020811,,18,8.0,16,4.9,3.0,3,岩田康誠,57.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.6,0.0,**,9-11,33.5-35.1,34.5,482(+2),,,キンシャサノキセキ,"2,454.6"
13,2010/02/28,1阪神2,曇,11.0,阪急杯(G3),201009010211,,16,1.0,2,4.4,2.0,1,岩田康誠,56.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,-0.2,**,5-5,35.0-35.2,34.8,480(+2),,,(ワンカラット),"4,067.2"
14,2010/01/30,1東京1,晴,11.0,東京新聞杯(G3),201005010111,,16,1.0,1,11.3,6.0,3,柴田善臣,56.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:32.3,0.2,**,4-4,34.8-33.9,33.4,478(0),,,レッドスパーダ,"1,008.6"
15,2010/01/16,1中山5,晴,11.0,ニューイヤーS(OP),201006010511,,16,1.0,1,2.3,1.0,2,蛯名正義,57.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.0,0.0,**,5-5-5,34.6-35.7,35.2,478(+2),,,レッドスパーダ,891.0
16,2009/12/27,5阪神8,晴,12.0,2009ファイナルS(OP),200909050812,,13,6.0,9,5.0,3.0,1,小牧太,55.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,-0.2,**,4-4,35.4-34.7,34.0,476(0),,,(フィフスペトル),"2,339.2"
17,2009/12/12,5阪神3,小雨,10.0,六甲アイランドS(1600万下),200909050310,,18,6.0,11,4.9,3.0,1,池添謙一,57.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,-0.3,**,6-4,34.5-35.7,35.3,476(+2),,,(オセアニアボス),"1,822.7"
18,2009/10/25,4京都6,晴,10.0,桂川S(1600万下),200908040610,,18,7.0,13,5.6,2.0,5,秋山真一,57.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.1,0.2,**,6-6,33.6-34.3,33.9,474(+6),,,セブンシークィーン,178.0
19,2009/10/04,4阪神8,晴,11.0,道頓堀S(1600万下),200909040811,,18,8.0,17,64.9,12.0,3,秋山真一,57.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:20.7,0.2,**,5-5,33.7-35.6,35.2,468(-6),,,ボストンオー,456.6
20,2009/02/07,2京都3,晴,11.0,すばるS(OP),200908020311,,16,5.0,9,15.4,7.0,15,吉田稔,56.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:26.4,2.7,**,10-12,34.6-37.2,38.7,474(+2),,,ペプチドルビー,
21,2009/01/17,1中山5,晴,11.0,ジャニュアリーS(OP),200906010511,,16,7.0,13,16.6,8.0,9,勝浦正樹,54.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.8,0.9,**,7-7,33.4-36.5,36.8,472(0),,,ヒシカツリーダー,
22,2009/01/05,1京都2,晴,11.0,スポニチ賞京都金杯(G3),200908010211,,16,8.0,15,51.1,12.0,12,秋山真一,54.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.9,**,3-3,34.5-35.0,35.4,472(0),,,タマモサポート,
23,2008/12/21,5阪神6,曇,11.0,阪神C(G2),200809050611,,18,7.0,13,70.4,14.0,11,秋山真一,56.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.5,0.9,**,9-9,34.2-35.8,35.9,472(0),,,マルカフェニックス,
24,2008/06/01,3東京4,晴,10.0,東京優駿(G1),200805030410,,18,7.0,14,179.5,18.0,15,和田竜二,57.0,0.0,1.0,2400,0.0,1.0,0.0,0.0,**,2:28.5,1.8,**,13-13-16-17,35.5-36.4,35.8,472(0),,,ディープスカイ,
25,2008/05/11,2東京6,曇,11.0,NHKマイルC(G1),200805020611,,18,8.0,16,14.6,7.0,10,福永祐一,57.0,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:35.7,1.5,**,10-14,34.6-35.0,35.3,472(+4),,,ディープスカイ,
26,2008/04/12,3中山5,晴,11.0,ニュージーランドT(G2),200806030511,,16,6.0,11,17.4,5.0,2,和田竜二,56.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.1,0.1,**,10-9-11,34.5-37.3,35.8,468(-2),,,サトノプログレス,"2,233.6"
27,2008/03/01,1阪神1,晴,11.0,アーリントンC(G3),200809010111,,12,4.0,5,34.3,9.0,2,福永祐一,56.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,0.3,**,4-7,35.2-36.2,34.2,470(+6),,,ダンツキッスイ,"1,614.4"
28,2007/12/09,5中山4,晴,11.0,朝日フューチュリティ(G1),200706050411,,16,5.0,10,11.7,6.0,9,福永祐一,55.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,1.4,**,3-7-9,34.7-35.2,36.1,464(-6),,,ゴスホークケン,
29,2007/11/03,5京都1,晴,7.0,2歳500万下,200708050107,,9,6.0,6,3.3,2.0,1,福永祐一,55.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:23.0,-0.1,**,2-2,36.1-34.7,34.5,470(+8),,,(マリエンベルク),700.0
30,2007/10/08,4京都3,小雨,4.0,2歳新馬,200708040304,,8,1.0,1,2.4,1.0,1,福永祐一,55.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:23.6,-0.3,**,2-2,35.2-36.8,35.0,462(0),,,(マックスバリハイ),700.0
