,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
16,2008/08/24,3新潟4,曇,11,NSTOP(OP),200804030411,,10,5,5,4.0,3,2,津村明秀,55,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:21.1,0.1,**,5-5,33.5-35.9,35.3,454(-2),,,ヤマニンエマイユ,966.8
17,2008/05/04,1新潟2,晴,11,谷川岳S(OP),200804010211,,16,6,12,13.5,5,1,岡部誠,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:20.2,-0.1,**,10-7,33.3-35.6,34.1,456(+4),,,(インセンティブガイ),"2,442.7"
18,2008/04/13,1福島2,曇,11,福島民報杯(OP),200803010211,,16,6,12,24.9,11,8,大野拓弥,56,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:00.9,0.7,**,2-2-2-2,34.8-37.0,37.6,452(+2),,,フィールドベアー,
19,2008/03/23,2中山8,晴,10,東風S(OP),200806020810,,16,5,9,9.9,5,3,北村宏司,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.5,**,9-6-6,35.3-35.0,34.8,450(-10),,,ステキシンスケクン,605.6
20,2008/02/09,1小倉7,曇,11,小倉大賞典(G3),200810010711,,16,6,12,29.1,10,6,藤岡康太,54,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:48.1,0.4,**,7-7-8-6,35.8-35.9,35.8,460(+4),,,アサカディフィート,
21,2008/01/19,1中山5,晴,11,ニューイヤーS(OP),200806010511,,16,8,15,16.9,8,4,鮫島良太,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.4,**,9-10-10,34.7-35.3,34.8,456(-2),,,マルカシェンク,360.0
22,2007/12/23,5阪神8,晴,12,2007ファイナルS(OP),200709050812,,18,8,17,30.1,11,2,鮫島良太,53,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:34.6,0.0,**,10-10,34.4-36.1,35.3,458(+4),,,アンブロワーズ,974.2
23,2007/12/09,5阪神4,晴,11,ギャラクシーS(OP),200709050411,,16,4,8,58.5,13,12,北村友一,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.8,1.4,**,14-14,33.8-37.0,36.3,454(+4),,,マイネルスケルツィ,
24,2007/11/10,3福島7,曇,11,福島記念(G3),200703030711,,16,5,9,30.2,13,15,田中博康,53,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:02.8,2.2,**,3-6-8-12,35.7-36.5,38.1,450(+4),,,アルコセニョーラ,
25,2007/10/20,4東京6,晴,11,富士S(G3),200705040611,,18,1,1,69.4,16,13,田中博康,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.0,0.7,**,16-15,34.9-35.1,34.3,446(+4),,,マイネルシーガル,
26,2007/09/30,4阪神8,曇,11,ポートアイランドS(OP),200709040811,,18,6,11,62.8,14,6,藤岡康太,54,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:34.1,0.8,**,16-15,35.7-34.4,33.8,442(+2),,,スーパーホーネット,
27,2007/05/27,3東京4,晴,10,東京優駿(G1),200705030410,,18,3,6,200.9,18,12,川田将雅,57,0.0,1.0,2400,0.0,1.0,0.0,0.0,**,2:26.0,1.5,**,14-13-14-13,35.8-34.4,34.1,440(+2),,,ウオッカ,
28,2007/05/06,2東京6,雨,11,NHKマイルC(G1),200705020611,,18,2,4,50.7,14,16,川田将雅,57,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:35.8,1.5,**,10-10,34.2-35.8,36.6,438(+4),,,ピンクカメオ,
29,2007/04/07,3中山5,曇,11,ニュージーランドT(G2),200706030511,,16,2,3,117.6,16,2,江田照男,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.2,**,9-9-4,34.5-35.6,34.9,434(-4),,,トーホウレーサー,"2,232.8"
30,2007/04/01,2阪神4,曇,10,マーガレットS(OP),200709020410,,11,3,3,14.5,6,5,鮫島良太,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.8,0.5,**,6-5,34.7-35.9,35.9,438(-6),,,ルミナスハーバー,190.0
31,2007/01/08,1京都3,曇,11,日刊スポシンザン記念(G3),200708010311,,10,4,4,53.8,8,10,鮫島良太,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:37.4,2.3,**,8-8,35.6-34.9,35.2,444(-2),,,アドマイヤオーラ,
32,2006/12/10,5中山4,晴,11,朝日フューチュリティ(G1),200606050411,,15,8,15,63.7,11,13,内田博幸,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,0.9,**,1-2-2,34.9-35.5,36.3,446(+6),,,ドリームジャーニー,
33,2006/11/11,5東京3,雨,11,京王杯2歳S(G2),200605050311,,14,3,4,27.5,6,2,北村宏司,55,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:22.6,0.0,**,2-4,35.1-35.6,35.3,440(0),,,マイネルレーニア,"1,515.2"
34,2006/10/14,5京都3,晴,3,2歳未勝利,200608050303,,13,1,1,5.6,3,1,鮫島良太,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,-0.2,**,3-4,35.3-35.3,35.1,440(+4),,,(タケイチゼット),500.0
35,2006/09/30,3中京7,晴,5,2歳新馬,200607030705,,11,7,8,16.7,6,5,鮫島良太,53,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:49.0,0.9,**,2-2-2-2,36.0-34.4,35.2,436(0),,,フューチャーボーイ,70.0
