,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
31,2008/02/02,2京都1,曇,10,水路閣特別(1000万下),200808020110,,16,1,2,14.2,8,10,石橋守,57,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:10.0,0.6,**,7-6,34.4-35.0,34.9,482(-4),,,タカラタロウ,
32,2008/01/19,1京都5,曇,9,花見小路特別(1000万下),200808010509,,16,2,4,86.1,13,7,石橋守,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.9,0.4,**,1-1,36.7-35.3,35.7,486(+2),,,リアルコンコルド,
33,2006/08/27,3小倉6,雨,9,八幡特別(1000万下),200610030609,,13,1,1,3.2,1,6,武豊,57,0.0,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:09.9,0.9,**,5-4,33.0-36.0,35.8,484(+2),,,フラワリングバンク,
34,2006/08/12,3小倉1,晴,10,西部日刊スポーツ杯(1000万下),200610030110,,11,6,7,12.6,7,3,池添謙一,57,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.4,0.1,**,8-7,33.8-34.5,33.9,482(-12),,,ストーンブリッジ,373.6
35,2006/03/25,2阪神1,晴,4,障害4歳上未勝利,200609020104,,14,4,5,1.9,1,1,西谷誠,59,0.0,0.0,1.0,3000,0.0,0.0,1.0,0.0,,3:22.9,-0.1,,1-1-1-1,106.0-39.3,13.5,494(0),,,(エイシンサクラオー),850.0
36,2006/02/26,1阪神2,雨,4,障害4歳上未勝利,200609010204,,14,6,9,2.8,2,4,西谷誠,59,0.0,0.0,1.0,3000,0.0,0.0,0.0,1.0,,3:29.2,2.3,,3-3-3-4,108.0-39.6,13.9,494(+2),,,スプリングゲント,130.0
37,2006/01/29,2京都2,晴,4,障害4歳上未勝利,200608020204,,14,8,13,4.9,3,4,西谷誠,59,0.0,0.0,1.0,2930,0.0,0.0,1.0,0.0,,3:20.9,1.7,,3-3-5-5,106.0-36.9,13.7,492(+8),,,タニノエタニティ,130.0
38,2005/12/10,5阪神3,晴,11,ギャラクシーS(OP),200509050311,,12,5,6,135.5,10,8,石橋守,54,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,,1:25.7,1.7,,11-11,33.9-37.8,38.4,484(+4),,,マイティスプリング,
39,2005/11/20,5東京6,晴,11,霜月S(OP),200505050611,,16,5,10,36.4,9,10,古川吉洋,53,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,,1:24.8,1.6,,4-4,35.2-36.4,37.1,480(+4),,,トウショウギア,
40,2005/10/29,4京都7,曇,11,毎日放送賞スワンS(G2),200508040711,,18,7,14,184.8,17,8,石橋守,55,0.0,1.0,0.0,1400,0.0,0.0,0.0,1.0,,1:22.1,0.6,,15-12,34.3-35.9,35.5,476(+4),,,コスモサンビーム,
41,2005/10/01,4阪神7,晴,11,ポートアイランドS(OP),200509040711,,13,6,9,36.3,7,10,長谷川浩,53,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:35.2,1.3,,6-6-6,34.2-35.5,36.1,472(+4),,,タニノマティーニ,
42,2005/05/08,2東京6,曇,11,NHKマイルC(G1),200505020611,,18,1,1,101.5,16,6,武幸四郎,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.6,1.0,,1-1,35.5-34.2,35.2,468(-8),,,ラインクラフト,
43,2005/04/17,3中山8,晴,11,皐月賞(G1),200506030811,,18,7,15,289.6,17,17,武幸四郎,57,0.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,,2:01.3,2.1,,2-3-2-2,35.0-34.5,36.5,476(+8),,,ディープインパクト,
44,2005/03/13,2中山6,晴,11,夕刊フジクリスタルC(G3),200506020611,,16,2,4,16.4,5,5,江田照男,57,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:09.1,0.5,,11-10,33.8-34.8,34.4,468(0),,,ディープサマー,400.0
45,2005/02/26,1阪神1,曇,11,アーリントンC(G3),200509010111,,12,5,5,7.3,4,6,福永祐一,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:35.5,1.2,,8-7-6,35.0-35.9,36.4,468(-2),,,ビッグプラネット,
46,2004/12/12,5中山4,曇,11,朝日杯FS(G1),200406050411,,16,5,10,9.2,5,7,Ｍデムー,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.0,0.6,,14-5-6,34.0-36.0,35.8,470(+4),,,マイネルレコルト,
47,2004/10/16,4京都3,晴,11,デイリー杯2歳S(G2),200408040311,,13,4,5,2.2,1,4,福永祐一,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.5,0.2,,2-2,34.5-35.7,35.8,466(+2),,,ペールギュント,570.0
48,2004/09/19,4阪神3,晴,9,野路菊S(OP),200409040309,,12,7,9,1.9,1,1,福永祐一,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:35.4,-0.4,,2-1-1,35.3-35.0,35.0,464(-8),,,(スズカフォイル),"1,625.9"
49,2004/09/05,3小倉8,曇,11,小倉2歳S(G3),200410030811,,13,2,2,1.9,1,4,福永祐一,54,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:08.9,0.7,,9-6,33.4-34.8,34.8,472(+6),,,コスモヴァレンチ,480.0
50,2004/08/07,2小倉7,晴,9,フェニックス賞(OP),200410020709,,13,4,4,1.5,1,1,福永祐一,54,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:08.7,-0.8,,5-2,33.0-35.7,35.2,466(+4),,,(エーティーホーオー),"1,628.0"
51,2004/06/20,3阪神2,晴,5,2歳新馬,200409030205,,5,5,5,1.3,1,1,福永祐一,54,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:23.9,0.0,,4-3,36.4-35.3,35.0,462(0),,,(オーヴェール),700.0
