
2015/09/27,4中山7,晴,11,産経賞オールカマー(G2),201506040711,,15,4,6,4.1,2,4,Ｍ．デム,57,芝2200,良,**,2:12.4,0.5,**,3-3-3-3,35.8-34.9,35.0,500(+10),,,ショウナンパンドラ,980.0
2015/04/05,2阪神4,曇,11,産経大阪杯(G2),201509020411,,14,6,9,9.7,3,5,福永祐一,57,芝2000,不,**,2:04.0,1.1,**,3-3-3-3,36.6-37.1,38.0,490(-8),,,ラキシス,650.0
2015/03/01,2中山2,雨,11,中山記念(G2),201506020211,,11,6,7,3.4,2,2,Ｃ．デム,57,芝1800,稍,**,1:50.3,0.0,**,2-2-2-1,37.5-36.1,35.8,498(-2),,,ヌーヴォレコルト,"2,422.8"
2015/02/01,1東京2,晴,11,根岸S(G3),201505010211,,16,1,1,5.7,3,8,Ｃ．デム,58,ダ1400,重,**,1:23.9,0.5,**,5-4,35.3-35.8,35.8,500(-2),,,エアハリファ,
2015/01/04,1中山1,晴,11,日刊スポ賞中山金杯(G3),201506010111,,17,2,4,4.4,1,2,Ｃ．デム,58,芝2000,良,**,1:58.0,0.2,**,5-5-3-3,35.6-34.8,34.6,502(+6),,,ラブリーデイ,"1,619.8"
2014/11/23,5京都6,晴,11,マイルチャンピオンS(G1),201408050611,,17,5,10,13.4,5,7,ルメール,57,芝1600,良,**,1:32.0,0.5,**,7-6,33.7-34.8,34.9,496(0),,,ダノンシャーク,
2014/10/12,4東京2,晴,11,毎日王冠(G2),201405040211,,15,8,14,9.5,6,6,三浦皇成,57,芝1800,良,**,1:45.6,0.4,**,6-6-7,35.4-34.3,33.9,496(+4),,,エアソミュール,
2014/08/24,2札幌2,晴,11,札幌記念(G2),201401020211,,14,1,1,8.6,4,8,村田一誠,57,芝2000,良,**,2:00.7,1.6,**,2-2-2-2,34.9-36.3,37.7,492(0),,,ハープスター,
2014/03/29,アラブ首,,,ドバイデューティフリ(G1),2014C7a00807,,,,12,,6,6,Ｃ．デム,57,芝1800,良,,,,,,,,計不,,,,
2014/03/02,2中山2,雨,11,中山記念(G2),201406020211,,15,3,5,6.2,3,3,Ｃ．デム,58,芝1800,稍,**,1:50.4,0.6,**,5-6-6-3,37.3-36.9,37.1,500(+12),,,ジャスタウェイ,"1,515.2"
2013/08/18,4函館2,小雨,11,札幌記念(G2),201302040211,,16,6,11,2.6,1,5,村田一誠,54,芝2000,重,**,2:08.6,2.1,**,4-4-2-3,36.2-39.7,41.3,488(+4),,,トウケイヘイロー,650.0
2013/05/26,2東京12,晴,10,東京優駿(G1),201305021210,,18,4,8,3.0,2,5,Ｃ．デム,57,芝2400,良,**,2:24.6,0.3,**,4-5-5-5,35.0-35.2,34.5,484(-2),,,キズナ,"2,000.0"
2013/04/14,3中山8,晴,11,皐月賞(G1),201306030811,,18,4,7,3.7,1,1,Ｍ．デム,57,芝2000,良,**,1:58.0,-0.1,**,7-7-8-5,34.1-35.9,35.3,486(0),,,(エピファネイア),"12,539.2"
2013/03/17,2中山8,晴,11,フジTVスプリングS(G2),201306020811,,16,3,5,3.4,1,1,Ｃ．デム,56,芝1800,良,**,1:47.8,-0.2,**,3-4-4-2,36.8-35.6,35.2,486(+4),,,(タマモベストプレイ),"5,316.2"
2012/12/16,5中山6,晴,11,朝日フューチュリティ(G1),201206050611,,16,7,14,34.5,7,1,Ｍ．デム,55,芝1600,良,**,1:33.4,0.0,**,2-2-2,33.9-36.1,36.1,482(-4),,,(コディーノ),"7,121.8"
2012/11/25,5東京8,晴,7,ベゴニア賞(500万下),201205050807,,16,1,1,5.6,4,1,Ｍ．デム,55,芝1600,良,**,1:33.6,-0.2,**,3-4,35.0-34.3,34.0,486(+18),,,(マンボネフュー),987.1
2012/09/01,2札幌5,晴,11,札幌2歳S(G3),201201020511,,14,2,2,47.5,8,4,村田一誠,54,芝1800,良,**,1:49.2,0.7,**,1-1-1-1,36.3-34.9,35.6,468(+8),,,コディーノ,450.0
2012/08/04,1札幌5,晴,10,クローバー賞(OP),201201010510,,13,6,9,6.4,2,3,村田一誠,54,芝1500,良,**,1:30.0,0.2,**,5-4-5,30.1-35.3,35.2,460(-12),,,アットウィル,383.9
2012/07/14,2函館5,晴,11,函館2歳S(G3),201202020511,,16,4,7,71.1,14,4,村田一誠,54,芝1200,良,**,1:10.5,0.1,**,7-5,34.1-36.3,36.0,472(-2),,,ストークアンドレイ,450.0
2012/06/24,1函館6,曇,5,2歳新馬,201202010605,,8,7,7,1.9,1,1,村田一誠,54,芝1200,良,**,1:13.1,0.0,**,4-3,37.3-35.8,35.6,474(0),,,(グラマラスグロウ),700.0
