,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
16,2015/06/07,3東京2,晴,10,由比ヶ浜特別(1000万下),201505030210,,15,3,5,7.5,3,2,柴田大知,57.5,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.7,0.2,**,4-3,35.3-34.2,34.0,456(-6),,,アイライン,609.0
17,2015/05/03,1新潟2,晴,11,谷川岳S(OP),201504010211,,16,2,3,99.8,15,16,丹内祐次,56.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.2,1.5,**,4-5,36.5-33.3,34.3,462(+2),,,サトノギャラント,
18,2015/01/17,1中山6,晴,11,ニューイヤーS(OP),201506010611,,16,2,3,21.2,9,11,柴田大知,55.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,1.1,**,3-4-3,34.7-36.2,36.8,460(+12),,,コスモソーンパーク,
19,2014/12/07,5阪神2,晴,11,タンザナイトS(OP),201409050211,,11,7,9,19.4,8,6,川田将雅,53.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.9,0.2,**,2-2,35.4-34.6,34.7,448(-6),,,サトノルパン,
20,2014/11/16,5東京4,晴,11,オーロC(OP),201405050411,,17,3,6,31.6,9,13,柴田大知,53.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.8,0.6,**,3-3,34.2-34.7,34.7,454(+6),,,ダノンプログラマー,
21,2014/07/27,3中京8,曇,11,トヨタ賞中京記念(G3),201407030811,,16,6,11,54.3,13,13,和田竜二,52.0,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:38.8,1.7,**,4-2-4,35.5-37.0,38.4,448(+4),,,サダムパテック,
22,2014/06/29,3東京8,晴,11,パラダイスS(OP),201405030811,,13,8,12,6.0,2,3,柴田大知,52.0,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.7,0.2,**,5-5,35.5-35.3,35.0,444(+2),,,ミトラ,533.9
23,2014/05/11,2東京6,晴,11,NHKマイルC(G1),201405020611,,18,8,17,89.8,15,16,ウィリア,57.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,1.1,**,6-11,34.6-34.8,34.8,442(0),,,ミッキーアイル,
24,2014/04/12,3中山5,晴,11,ニュージーランドT(G2),201406030511,,15,6,10,12.5,7,7,柴田大知,56.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.0,0.7,**,4-6-3,34.0-35.7,35.6,442(-6),,,ショウナンアチーヴ,
25,2014/02/01,1東京1,晴,10,クロッカスS(OP),201405010110,,12,2,2,4.1,2,1,柴田大知,56.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.9,0.0,**,4-4,35.3-34.5,34.1,448(+2),,,(タガノブルグ),"1,927.3"
26,2013/12/15,5中山6,晴,11,朝日フューチュリティ(G1),201306050611,,16,2,4,29.6,9,4,Ｍ．デム,55.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.1,0.4,**,5-3-3,35.1-36.1,36.2,446(+2),,,アジアエクスプレス,"1,100.0"
27,2013/11/09,5東京3,曇,11,京王杯2歳S(G2),201305050311,,14,6,10,38.4,9,4,柴田大知,55.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.3,0.2,**,1-1,36.7-34.3,34.5,444(0),,,カラダレジェンド,540.0
28,2013/10/27,4東京9,晴,8,くるみ賞(500万下),201305040908,,14,5,8,27.1,9,1,メンディ,55.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.4,-0.1,**,1-1,35.4-35.0,35.0,444(0),,,(コスモエルデスト),980.8
29,2013/09/01,4函館6,小雨,10,すずらん賞(OP),201302040610,,16,6,11,6.4,3,5,柴田大知,54.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:16.5,2.2,**,8-8,34.8-39.5,40.5,444(-4),,,フクノドリーム,150.0
30,2013/07/21,2函館6,晴,11,函館2歳S(G3),201302020611,,16,1,2,58.4,12,6,菱田裕二,54.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.7,1.1,**,9-12,33.7-35.9,36.3,448(+4),,,クリスマス,
31,2013/06/29,2福島1,曇,1,2歳未勝利,201303020101,,8,3,3,5.4,3,1,柴田大知,54.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,-0.2,**,5-3,34.3-35.4,35.1,444(+6),,,(ボーンレジェンド),500.0
32,2013/06/09,3阪神4,曇,5,2歳新馬,201309030405,,10,7,8,38.8,8,5,柴田大知,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.9,0.2,**,2-2,36.9-35.3,35.5,438(0),,,ダンツキャノン,70.0
