,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
20,2009/01/18,1中山6,晴,4,障害4歳上未勝利,200906010604,,14,7,12,4.7,2,2,平沢健治,60.0,0.0,0.0,1.0,2880,0.0,0.0,1.0,0.0,,3:16.2,0.5,,3-2-1-1,109.0-40.2,13.6,458(-4),,,オンワードアリーテ,310.0
21,2008/12/20,5中山5,晴,4,障害3歳上未勝利,200806050504,,14,8,13,14.5,4,5,平沢健治,60.0,0.0,0.0,1.0,2880,0.0,0.0,1.0,0.0,,3:16.8,1.2,,5-5-5-5,109.0-38.8,13.7,462(+6),,,グリューエント,85.0
22,2008/10/26,3福島2,曇,11,福島民友C(OP),200803030211,,16,8,16,23.2,9,14,西田雄一,55.0,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.8,0.9,**,4-4,33.1-34.8,35.2,456(-4),,,アイルラヴァゲイン,
23,2008/05/04,1新潟2,晴,11,谷川岳S(OP),200804010211,,16,3,5,17.9,8,16,田中剛,55.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.9,1.7,**,1-1,33.3-35.6,37.3,460(+6),,,マイネルフォーグ,
24,2008/04/13,3中山6,曇,11,春雷S(OP),200806030611,,16,5,10,19.8,7,6,石神深一,55.0,0.0,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:10.5,0.5,**,2-2,33.7-36.3,36.5,454(-8),,,ウエスタンビーナス,
25,2008/02/02,1東京1,曇,11,東京新聞杯(G3),200805010111,,16,7,14,123.5,15,16,後藤浩輝,56.0,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.8,2.0,**,2-1,35.0-35.1,37.1,462(+14),,,ローレルゲレイロ,
26,2007/10/08,4東京3,曇,11,ペルセウスS(OP),200705040311,,16,4,8,47.9,12,12,中舘英二,55.0,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.0,1.6,**,16-15,33.9-36.7,36.3,448(+2),,,トーセンブライト,
27,2007/09/09,4中山2,晴,11,京成杯オータムH(G3),200706040211,,16,2,4,27.8,11,9,中舘英二,55.0,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,0.8,**,7-6-6,35.1-34.8,35.1,446(-2),,,キングストレイル,
28,2007/08/05,2新潟8,晴,11,関屋記念(G3),200704020811,,18,7,13,11.3,6,15,後藤浩輝,56.0,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,1.6,**,12-12,34.4-34.5,35.0,448(0),,,カンパニー,
29,2007/06/30,2福島5,晴,11,テレビユー福島賞(1600万下),200703020511,,16,6,11,2.2,1,1,後藤浩輝,57.0,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,-0.2,**,4-2,33.5-35.2,34.5,448(+6),,,(コレデイイノダ),"1,868.5"
30,2007/05/12,2東京7,晴,11,京王杯スプリングC(G2),200705020711,,18,5,10,11.1,7,7,藤田伸二,57.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.1,1.1,**,11-12,34.1-34.7,34.9,442(-10),,,エイシンドーバー,
31,2007/04/29,1新潟2,晴,11,谷川岳S(OP),200704010211,,16,4,7,4.9,2,7,吉田隼人,56.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.8,0.7,**,14-13,33.4-35.3,34.7,452(+2),,,キンシャサノキセキ,
32,2007/04/08,1福島4,曇,11,福島民報杯(OP),200703010411,,16,4,7,6.4,3,2,吉田隼人,55.0,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,0.1,**,13-10,32.6-35.3,34.4,450(-6),,,アンバージャック,970.6
33,2007/02/10,1東京5,晴,11,バレンタインS(1600万下),200705010511,,16,2,4,3.3,2,1,吉田隼人,57.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.2,-0.1,**,5-5,34.9-34.5,33.9,456(+6),,,(ピサノアルハンブラ),"1,871.3"
34,2006/12/24,3阪神8,曇,11,サンタクロースS(1600万下),200609030811,,18,6,11,4.7,3,5,吉田隼人,56.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.7,0.4,**,15-15,34.6-34.3,33.5,450(+2),,,サイキョウワールド,183.0
35,2006/12/02,5中山1,晴,12,市川S(1600万下),200606050112,,15,2,2,7.3,4,4,吉田隼人,56.0,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.5,0.1,**,9-7,34.0-34.4,34.1,448(+2),,,スピニングノアール,270.0
36,2006/11/19,5東京6,雨,10,奥多摩S(1600万下),200605050610,,18,6,11,6.6,4,9,後藤浩輝,56.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.6,1.2,**,13-12,34.5-35.3,34.5,446(+2),,,コスモシンドラー,
37,2006/10/22,4東京6,晴,10,錦秋特別(1000万下),200605040610,,13,7,10,3.0,2,1,後藤浩輝,55.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.9,0.0,**,1-1,35.5-34.5,34.5,444(+2),,,(コアレスコジーン),"1,514.3"
38,2006/10/01,4中山8,小雨,10,外房特別(1000万下),200606040810,,11,8,11,2.5,1,2,吉田隼人,55.0,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.8,0.1,**,2-2-2,36.4-34.9,34.9,442(+6),,,マドモアゼルドパリ,597.4
39,2006/05/07,2東京6,雨,11,NHKマイルC(G1),200605020611,,18,2,4,15.9,7,4,蛯名正義,57.0,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,0.5,**,9-8,34.2-35.7,35.7,436(-6),,,ロジック,"1,400.0"
40,2006/04/08,3中山5,曇,11,ニュージーランドT(G2),200606030511,,12,3,3,16.7,6,4,吉田隼人,56.0,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.8,0.3,**,9-9-8,34.6-35.7,35.2,442(0),,,マイネルスケルツィ,810.0
41,2006/03/19,2中山8,曇,11,フジTVスプリングS(G2),200606020811,,16,4,8,116.6,12,7,吉田隼人,56.0,0.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:49.7,0.8,**,8-6-8-6,36.9-36.4,36.5,442(+2),,,メイショウサムソン,
42,2005/12/11,5中山4,曇,11,朝日フューチュリティ(G1),200506050411,,14,2,4,31.3,7,8,蛯名正義,55.0,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:35.1,1.4,,13-12-14,35.9-34.7,34.9,440(-4),,,フサイチリシャール,
43,2005/11/20,5東京6,晴,6,2歳500万下,200505050606,,13,6,8,1.4,1,1,吉田隼人,52.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:22.1,-0.4,,8-9,35.7-34.6,33.7,444(-4),,,(リザーブカード),700.0
44,2005/10/30,4東京8,晴,7,くるみ賞(500万下),200505040807,,9,7,7,4.0,3,2,後藤浩輝,55.0,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:23.1,0.1,,4-4,36.3-34.1,33.8,448(+2),,,スーパーホーネット,406.4
45,2005/10/08,4東京1,曇,5,2歳新馬,200505040105,,11,4,4,7.1,4,1,吉田隼人,52.0,0.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,,1:23.3,-0.2,,1-1,36.7-34.2,34.2,446(0),,,(ブラックバースピン),700.0
